Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
3150000,3.0219462,4.4255548,291.6363636363636,59.62196642367215,59.62196642367215,14.634588,0.021916768,0.00014274225,1.0
3160000,2.584142,7.1482296,260.9166666666667,59.04361110642718,59.04361110642718,29.665733,0.024770344,0.00014217607,1.0
3170000,2.8350978,9.021894,143.33333333333334,60.875157868105454,60.875157868105454,35.20145,0.020241214,0.00014165168,1.0
3180000,3.0756269,3.734153,387.8888888888889,58.06697488344896,58.06697488344896,17.46692,0.02447369,0.00014112487,1.0
3190000,2.7131667,6.424502,465.125,57.711165768161756,57.711165768161756,23.689507,0.027885908,0.00014059506,1.0
3200000,2.9639342,5.4500747,299.3333333333333,58.19036250474164,58.19036250474164,19.18227,0.0244105,0.0001400685,1.0
3210000,2.9525464,6.4006934,283.7142857142857,59.81054629360733,59.81054629360733,23.070675,0.023476692,0.00013955489,1.0
3220000,3.1539686,5.4474263,355.0,58.07841340918094,58.07841340918094,17.158504,0.020259298,0.00013903808,1.0
3230000,3.2943046,4.036467,205.5,60.793813169335145,60.793813169335145,17.071379,0.022031145,0.00013852245,1.0
3240000,3.1315432,5.0308475,273.2857142857143,59.693913425086066,59.693913425086066,None,None,None,1.0
3250000,3.028386,4.9860325,327.0,57.164275179248456,57.164275179248456,17.853327,0.021340013,0.00013796105,1.0
3260000,2.9105728,5.5288486,299.09090909090907,59.421725375636015,59.421725375636015,14.98993,0.023866327,0.00013740924,1.0
3270000,2.9206297,6.009713,325.0,57.10124694386226,57.10124694386226,20.64668,0.022735795,0.00013684647,1.0
3280000,3.242786,4.258779,221.66666666666666,59.16426065727137,59.16426065727137,15.303185,0.024424937,0.00013632565,1.0
3290000,3.5506551,2.0597012,851.3333333333334,53.613754668583475,53.613754668583475,12.234862,0.016774386,0.00013577504,1.0
3300000,3.3106537,2.9868183,755.1666666666666,58.34679125125209,58.34679125125209,10.386745,0.026643496,0.00013520068,1.0
3310000,3.2947588,4.1782265,235.75,59.36683461489156,59.36683461489156,12.208466,0.01686346,0.00013466606,1.0
3320000,3.4110315,3.3602808,138.75,59.70696718688123,59.70696718688123,15.124264,0.017269999,0.00013412368,1.0
3330000,3.294449,2.8697453,869.5,55.61478001166446,55.61478001166446,4.997481,0.024074249,0.00013359588,1.0
3340000,3.3349469,4.324568,492.0,55.07865809593932,55.07865809593932,12.561639,0.020965002,0.00013307689,1.0
3350000,3.4044673,3.7684457,324.2,60.28920761068972,60.28920761068972,14.084077,0.02809875,0.00013255907,1.0
3360000,3.1473856,2.8680158,482.625,55.396262017427944,55.396262017427944,None,None,None,1.0
3370000,3.003647,6.0056305,381.25,58.57165345499691,58.57165345499691,12.370279,0.027097825,0.00013199066,1.0
