Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
2560000,1.2966076,0.12154076,1999.0,3.3616633447153226,3.3616633447153226,0.006145202,0.025711415,0.0002744719,1.0
2570000,1.298054,0.18833612,None,None,None,0.025422296,0.022158645,0.00027434726,1.0
2580000,1.2981524,0.13134357,None,None,None,0.009611313,0.027946455,0.00027423463,1.0
2590000,1.2982086,0.097600184,1999.0,3.6952220912163076,3.6952220912163076,0.0044688573,0.02462214,0.00027411192,1.0
2600000,1.2975552,0.18356062,None,3.206679159402847,3.206679159402847,None,None,None,1.0
2610000,1.2965927,0.15482652,None,None,None,0.02154008,0.01677726,0.0002739873,1.0
2620000,1.2965244,0.101402245,1999.0,None,None,0.010773083,0.020039508,0.0002738746,1.0
2630000,1.2956425,0.100769974,1999.0,3.3926933921045728,3.3926933921045728,0.0035346707,0.025597608,0.00027375657,1.0
2640000,1.2948222,0.19929487,None,None,None,0.017606616,0.026810478,0.00027362726,1.0
2650000,1.2947576,0.14791155,None,None,None,0.014407229,0.02814998,0.00027351463,1.0
2660000,1.2949011,0.117751725,1999.0,3.557321315010389,3.557321315010389,None,None,None,1.0
2670000,1.2947807,0.14446023,None,3.450876697897911,3.450876697897911,0.009801966,0.01965472,0.00027339655,1.0
2680000,1.2964245,0.1858425,None,None,None,0.018980043,0.017315954,0.00027327752,1.0
2690000,1.2964748,0.13324028,None,None,None,0.012114504,0.03380938,0.00027316998,1.0
2700000,1.2958069,0.09973442,1999.0,3.6509872797657463,3.6509872797657463,0.009742912,0.028515121,0.00027305973,1.0
2710000,1.293379,0.22628918,None,2.007699429988861,2.007699429988861,0.018826252,0.02109472,0.0002729073,1.0
